Date,BTC,ETH,XRP,XLM,LTC,ADA
2020-11-27,17457.62,530.62,0.58669,0.2073,73.5,0.14559
2020-11-28,17880.49,547.94,0.64888,0.22061,74.97,0.17233
2020-11-29,18360.05,576.9,0.637,0.20311,81.07,0.17136
2020-11-30,19863.16,616.85,0.6791,0.20664,88.46,0.17399
2020-12-01,19888,635.7,0.681,0.20455,93.01,0.17456
2020-12-02,19342,604.93,0.6368,0.18834,90.63,0.15997
2020-12-03,19598,623.44,0.6418,0.1898,91.5,0.16842
2020-12-04,19527,620,0.6342,0.1887,89.84,0.16464
2020-12-05,19177,597.11,0.59628,0.17636,84.28,0.16198
2020-12-06,19420,607.5,0.62801,0.1802,85.19,0.16288
2020-12-07,19420.91,603.15,0.624,0.17649,86.87,0.15906
2020-12-08,19294.84,595,0.61048,0.16862,84.83,0.1552
2020-12-09,18639.57,578.08,0.60544,0.1752,78.14,0.15025
2020-12-10,18557.32,575.7,0.58848,0.1778,77.66,0.14865
2020-12-11,18292.73,560.8,0.58697,0.1645,75.09,0.14291
2020-12-12,18948.66,574,0.55102,0.165,77.58,0.14736
2020-12-13,19411,595,0.5278,0.18,84.38,0.15669
2020-12-14,19349,591.48,0.51852,0.17863,82.98,0.1588
2020-12-15,19570,597.2,0.50715,0.17681,84.93,0.16
2020-12-16,21560,640,0.57477,0.195,93.44,0.16844
2020-12-17,23800,676.25,0.65852,0.20878,109.8,0.17628
2020-12-18,23285.18,664.61,0.61346,0.1899,112.88,0.16942
2020-12-19,24171.47,669.95,0.60377,0.18797,124.24,0.17082
2020-12-20,24295,661.39,0.58658,0.18271,123.21,0.169
2020-12-21,24102.77,648,0.56935,0.18032,118.65,0.16714
2020-12-22,23837.1,637.73,0.52213,0.1698,114.63,0.16124
2020-12-23,24100,638.44,0.44842,0.16201,117.29,0.15786
2020-12-24,23794.43,615.02,0.3778,0.16681,112.32,0.15477
2020-12-25,24789.86,634.24,0.3855,0.16701,128.63,0.167
2020-12-26,26867.03,652.91,0.32723,0.15571,135.19,0.16242
2020-12-27,28422,717.13,0.312,0.15592,139.47,0.16642
2020-12-28,27500,748.09,0.31,0.15501,137.41,0.18057
2020-12-29,27410,740.78,0.25167,0.14911,130.9,0.19725
2020-12-30,28996,758.74,0.23665,0.13945,133.11,0.19389
2020-12-31,29300,755.74,0.22949,0.13276,130.35,0.1864
2021-01-01,29600,749,0.25,0.13992,133.97,0.18473
2021-01-02,33300,787.69,0.23823,0.13515,142,0.18457
2021-01-03,34778.11,1011.07,0.23852,0.13927,164.7,0.2096
2021-01-04,33600,1162.97,0.26091,0.1675,173.66,0.23992
2021-01-05,34360,1134.6,0.24269,0.21,162.8,0.26429
2021-01-06,36939.21,1213,0.2745,0.39,169.72,0.34772
2021-01-07,40365,1289,0.37,0.41194,181.22,0.3553
2021-01-08,41950,1273.75,0.3467,0.3312,181.92,0.32165
2021-01-09,41380,1304.37,0.3395,0.329,178.8,0.33851
2021-01-10,41350,1348.33,0.368,0.325,185.83,0.3412
2021-01-11,38264.74,1260,0.31627,0.28506,170.74,0.30397
2021-01-12,36628,1150.02,0.31003,0.311,146.86,0.31442
2021-01-13,37850,1137.65,0.31,0.31,148.46,0.31587
2021-01-14,40100,1247.55,0.309,0.3244,156.89,0.32455
2021-01-15,39747.76,1256.98,0.30337,0.31376,155.74,0.33225
2021-01-16,37950,1298,0.29666,0.3119,152.59,0.36696
2021-01-17,36852.5,1269.02,0.28572,0.3194,147,0.3974
2021-01-18,37469.83,1260.75,0.28875,0.30929,154.99,0.39724
2021-01-19,37850,1438.3,0.33,0.31995,166.02,0.39001
2021-01-20,36415.31,1407.93,0.31184,0.30193,156.15,0.3769
2021-01-21,35600,1390,0.30797,0.29492,150.25,0.37945
2021-01-22,33826.53,1273.79,0.27826,0.282,141.85,0.3598
2021-01-23,33456,1272.44,0.28356,0.27957,143.52,0.35763
2021-01-24,33071,1398.83,0.27798,0.2831,142.65,0.36926
2021-01-25,34875,1475,0.285,0.27714,147.87,0.36415
2021-01-26,32921.88,1378.49,0.27095,0.26518,139.76,0.35111
2021-01-27,32557.29,1373.9,0.26871,0.26228,134.96,0.34396
2021-01-28,33783.98,1360,0.27,0.30377,135.84,0.35575
2021-01-29,38531.9,1436.9,0.31724,0.38367,145.5,0.36836
2021-01-30,34933,1406,0.5178,0.365,136.23,0.37694
2021-01-31,34342.69,1380.74,0.51,0.33949,135.06,0.37752
2021-02-01,34717.27,1377.99,0.755,0.36961,136.63,0.42411
2021-02-02,35984.33,1547.9,0.41123,0.34999,145.82,0.4559
2021-02-03,37662.63,1669.35,0.419,0.34872,156.7,0.44961
2021-02-04,38708.27,1695.2,0.48159,0.34999,158.68,0.45
2021-02-05,38310.12,1760.49,0.47222,0.36284,156.93,0.56
2021-02-06,40955.51,1743.67,0.45688,0.398,164.27,0.66706
2021-02-07,39700,1693,0.45089,0.4225,157.29,0.70888
2021-02-08,46794.45,1775.57,0.4692,0.4035,169.38,0.7238
2021-02-09,48142.19,1821.88,0.49,0.40567,184.49,0.71206
2021-02-10,47310,1837.86,0.54224,0.44696,195.17,0.95306
2021-02-11,48678.9,1819,0.53545,0.47,193.59,0.98
2021-02-12,48985.8,1864.88,0.61922,0.53635,199.84,0.94825
2021-02-13,48150,1871.72,0.64244,0.60692,229.07,0.95053
2021-02-14,49707.43,1850,0.63981,0.57784,230.77,0.919
2021-02-15,49010.92,1835.72,0.6043,0.53999,219.99,0.911
2021-02-16,50689.18,1827.28,0.58005,0.518,222.48,0.90591
2021-02-17,52618.74,1855,0.55751,0.50971,237.75,0.89745
2021-02-18,52530,1950.5,0.55995,0.51632,239.18,0.9578
2021-02-19,56368,1972.82,0.58195,0.522,241.92,0.9456
2021-02-20,57700.46,2042.34,0.58235,0.53269,247.04,1.2
2021-02-21,58352.8,1976.31,0.55858,0.50862,233.78,1.15172
2021-02-22,57508.47,1936.29,0.65155,0.527,227.39,1.146
2021-02-23,54183.59,1782.39,0.57172,0.46503,208.8,1.142
2021-02-24,51374.99,1712.7,0.49999,0.43386,189.46,1.077
2021-02-25,52041.73,1671.59,0.48233,0.42545,205.21,1.177
2021-02-26,48424.11,1562.25,0.45067,0.40147,182.86,1.298
2021-02-27,48394,1529,0.45945,0.47171,180.48,1.488
2021-02-28,46638.46,1468.75,0.43876,0.45025,173.42,1.3595
2021-03-01,49790,1572,0.454,0.45,176.46,1.348
2021-03-02,50200,1602.9,0.45532,0.43632,185.32,1.29998
2021-03-03,52640,1656.94,0.46869,0.4386,196.49,1.26636
2021-03-04,51773.88,1624.87,0.49449,0.4285,194.4,1.23052
2021-03-05,49448.93,1548.96,0.48488,0.41282,183.57,1.1972
2021-03-06,49200,1671.58,0.4765,0.40849,184.67,1.183
2021-03-07,51450.03,1734.16,0.4689,0.42238,192.24,1.145
2021-03-08,52402.78,1843.59,0.48987,0.421,195.28,1.17835
2021-03-09,54895,1870.77,0.48736,0.4348,205,1.22
2021-03-10,57387.69,1877.69,0.4887,0.43326,208,1.208
2021-03-11,58150,1846.7,0.46427,0.4129,203.54,1.14
2021-03-12,58081.51,1841.88,0.46488,0.40707,224.23,1.128
2021-03-13,61844,1944.3,0.46646,0.412,230.23,1.193
2021-03-14,61724.79,1933.1,0.46155,0.40887,228.12,1.10265
2021-03-15,60633.43,1891.76,0.44815,0.39923,222.58,1.07078
2021-03-16,56938.29,1819.5,0.52221,0.41331,205.53,1.28
2021-03-17,58974.73,1838.88,0.48245,0.40495,206.94,1.43
2021-03-18,60129.97,1850,0.4905,0.40861,208.25,1.47299
2021-03-19,59468,1840.61,0.47536,0.40221,205,1.34286
2021-03-20,59880,1868.83,0.54999,0.43801,206.1,1.30974
2021-03-21,58589.1,1817.16,0.54691,0.42372,202,1.24139
2021-03-22,58430.73,1807.51,0.6,0.42525,199,1.20782
2021-03-23,55830.9,1721.17,0.59638,0.4087,189.44,1.1739
2021-03-24,57200,1740.86,0.56302,0.40311,197.17,1.1639
2021-03-25,53287,1622,0.5248,0.3705,179.03,1.1535
2021-03-26,55073.46,1699.93,0.57689,0.38729,183.82,1.28755
2021-03-27,56700.36,1732.67,0.57464,0.38996,186.12,1.2389
2021-03-28,56559.75,1725.66,0.56075,0.41327,187.29,1.22
2021-03-29,58405.82,1841,0.57082,0.41327,197.6,1.22979
2021-03-30,59368,1859.13,0.588,0.41338,200.09,1.23555
2021-03-31,59800,1947.29,0.57682,0.40701,198.99,1.21273
2021-04-01,59490,1984.77,0.59555,0.42987,205,1.20772
2021-04-02,60200,2146,0.61,0.46853,213.77,1.24796
2021-04-03,59791.72,2138.12,0.64262,0.45839,217.97,1.24078
2021-04-04,58492.85,2091.83,0.63599,0.43464,204.92,1.193
2021-04-05,59272,2130.64,0.93999,0.54949,225.47,1.22647
2021-04-06,59495.24,2151,1.119,0.578,244.59,1.34359
2021-04-07,58655,2129.01,1.10882,0.5469,242.99,1.29
2021-04-08,58153.31,2084.61,1.07294,0.50522,228.21,1.22502
2021-04-09,58894.9,2100,1.0849,0.50856,228.99,1.22907
2021-04-10,61500,2200,1.399,0.594,257,1.25199
2021-04-11,60699,2165.02,1.5,0.6562,263.62,1.28989
2021-04-12,61300,2203.46,1.475,0.608,259.94,1.348
2021-04-13,63777.77,2318,1.88888,0.684,273.54,1.4378
2021-04-14,64854,2447.29,1.96689,0.691,283,1.55845
2021-04-15,63800,2543.47,1.885,0.6498,290.9,1.49539
2021-04-16,63520.61,2548.29,1.81041,0.65371,317.09,1.51915
2021-04-17,62506.05,2495,1.74163,0.644,335.69,1.45805
2021-04-18,60499,2340,1.56505,0.60041,304.83,1.38654
2021-04-19,57526.81,2300,1.5339,0.56601,284.39,1.32443
2021-04-20,57076.24,2346.62,1.44796,0.5313,272.8,1.28241
2021-04-21,56757.91,2469.54,1.4645,0.53756,277,1.29
2021-04-22,55521.48,2644.47,1.41947,0.515,289.61,1.27984
2021-04-23,52131.85,2442.89,1.19724,0.45723,257.15,1.16895
2021-04-24,51166.22,2368.74,1.172,0.46126,241.41,1.198
2021-04-25,50567.91,2356.64,1.156,0.44483,235.8,1.14678
2021-04-26,54356.62,2542.8,1.375,0.48655,248.2,1.2509
2021-04-27,55460,2680,1.462,0.52246,263.15,1.3333
2021-04-28,56428,2760,1.4492,0.52183,266.94,1.3488
2021-04-29,55195.84,2798,1.42,0.50863,262.89,1.4117
2021-04-30,57963,2798.3,1.6397,0.54083,273.58,1.3709
2021-05-01,58458.07,2954.28,1.6666,0.54,278.58,1.3678
2021-05-02,57911.02,2985,1.658,0.5599,277.47,1.3556
2021-05-03,58981.44,3454,1.6216,0.57322,299.72,1.38
2021-05-04,57200,3527,1.558,0.55091,327.68,1.3673
2021-05-05,58069.82,3549.34,1.624,0.606,360,1.497
2021-05-06,58360,3605.4,1.7658,0.69,364.93,1.7
2021-05-07,58650,3587,1.695,0.689,374.5,1.7478
2021-05-08,59500,3958.33,1.6277,0.64082,356.68,1.6543
2021-05-09,59300,3983.65,1.5968,0.63324,389,1.833
2021-05-10,59500,4208,1.627,0.78,413.49,1.8243
2021-05-11,56862.43,4180.22,1.4905,0.74321,379.72,1.7791
2021-05-12,58000.01,4372.72,1.547,0.745,394.37,1.821
2021-05-13,51367.19,4034.77,1.389,0.662,332.73,1.9719
2021-05-14,51483,4173.28,1.4488,0.70817,338.85,2.043
2021-05-15,50700,4134.05,1.5869,0.74359,332,2.3789
2021-05-16,49795.89,3879,1.6131,0.7985,323.95,2.47
2021-05-17,46686,3587.06,1.565,0.71321,296.34,2.329
